Resolution,Map,Scenario,Agents,Cost Ratio
2,empty-32-32,5,6,1.0
2,empty-32-32,6,6,1.0
2,empty-32-32,7,6,1.0
2,empty-32-32,8,6,1.0
2,empty-32-32,9,6,1.0
2,empty-32-32,10,6,1.0
2,empty-32-32,11,6,1.0
2,empty-32-32,12,6,1.0
2,empty-32-32,13,6,1.0
2,empty-32-32,14,6,1.0
2,empty-32-32,15,6,1.0
2,empty-32-32,1,8,1.0
2,empty-32-32,2,8,1.0
2,empty-32-32,3,8,1.0
2,empty-32-32,4,8,1.0
2,empty-32-32,5,8,1.0
2,empty-32-32,6,8,1.0
2,empty-32-32,7,8,1.0
2,empty-32-32,8,8,1.0
2,empty-32-32,9,8,1.0
2,empty-32-32,10,8,1.0
2,empty-32-32,11,8,1.0
2,empty-32-32,12,8,1.0
2,empty-32-32,13,8,1.0
2,empty-32-32,14,8,1.0
2,empty-32-32,15,8,1.0
2,empty-32-32,1,10,1.0
2,empty-32-32,2,10,1.0
2,empty-32-32,3,10,1.0
2,empty-32-32,4,10,1.0
2,empty-32-32,5,10,1.0056179775280898
2,empty-32-32,6,10,1.0
2,empty-32-32,7,10,1.0
2,empty-32-32,8,10,1.0
2,empty-32-32,9,10,1.0
2,empty-32-32,10,10,1.0
2,empty-32-32,11,10,1.0
2,empty-32-32,12,10,1.0
2,empty-32-32,13,10,1.0
2,empty-32-32,14,10,1.0
2,empty-32-32,15,10,1.0
2,empty-32-32,1,12,1.0
2,empty-32-32,2,12,1.0
2,empty-32-32,3,12,1.0
2,empty-32-32,4,12,1.0
2,empty-32-32,6,12,1.0
2,empty-32-32,7,12,1.0
2,empty-32-32,8,12,1.0
2,empty-32-32,9,12,1.0
2,empty-32-32,10,12,1.0
2,empty-32-32,11,12,1.0
2,empty-32-32,12,12,1.0
2,empty-32-32,13,12,1.0
2,empty-32-32,14,12,1.0
2,empty-32-32,15,12,1.0
2,empty-32-32,1,14,1.0
2,empty-32-32,2,14,1.0
2,empty-32-32,3,14,1.0
2,empty-32-32,4,14,1.0
2,empty-32-32,6,14,1.0
2,empty-32-32,7,14,1.0
2,empty-32-32,8,14,1.0
2,empty-32-32,9,14,1.0
2,empty-32-32,10,14,1.0
2,empty-32-32,11,14,1.0
2,empty-32-32,12,14,1.0
2,empty-32-32,13,14,1.0
2,empty-32-32,14,14,1.0
2,empty-32-32,15,14,1.0
2,empty-32-32,1,16,1.0
2,empty-32-32,2,16,1.0
2,empty-32-32,3,16,1.0
2,empty-32-32,4,16,1.0
2,empty-32-32,6,16,1.0
2,empty-32-32,7,16,1.0
2,empty-32-32,8,16,1.0
2,empty-32-32,9,16,1.0
2,empty-32-32,10,16,1.0
2,empty-32-32,11,16,1.0
2,empty-32-32,12,16,1.0
2,empty-32-32,13,16,1.0
2,empty-32-32,14,16,1.0
2,empty-32-32,15,16,1.0
2,empty-32-32,1,18,1.0
2,empty-32-32,2,18,1.0
2,empty-32-32,3,18,1.0
2,empty-32-32,4,18,1.0
2,empty-32-32,6,18,1.0
2,empty-32-32,7,18,1.0
2,empty-32-32,8,18,1.0
2,empty-32-32,9,18,1.0
2,empty-32-32,10,18,1.0
2,empty-32-32,11,18,1.0
2,empty-32-32,12,18,1.0
2,empty-32-32,13,18,1.0
2,empty-32-32,14,18,1.0
2,empty-32-32,15,18,1.0
2,empty-32-32,1,20,1.0
2,empty-32-32,2,20,1.0
2,empty-32-32,3,20,1.0
2,empty-32-32,4,20,1.0
2,empty-32-32,6,20,1.0
2,empty-32-32,7,20,1.0
2,empty-32-32,8,20,1.0
2,empty-32-32,9,20,1.0
2,empty-32-32,10,20,1.0
2,empty-32-32,11,20,1.0
2,empty-32-32,12,20,1.0
2,empty-32-32,13,20,1.0
2,empty-32-32,14,20,1.0
2,empty-32-32,15,20,1.0
2,empty-32-32,1,22,1.0
2,empty-32-32,2,22,1.0
2,empty-32-32,3,22,1.0
2,empty-32-32,4,22,1.0
2,empty-32-32,6,22,1.0
2,empty-32-32,7,22,1.0
2,empty-32-32,8,22,1.0
2,empty-32-32,9,22,1.0
2,empty-32-32,10,22,1.0
2,empty-32-32,11,22,1.0
2,empty-32-32,12,22,1.0
2,empty-32-32,13,22,1.0
2,empty-32-32,14,22,1.0
2,empty-32-32,15,22,1.0
2,empty-32-32,1,24,1.0
2,empty-32-32,2,24,1.0
2,empty-32-32,3,24,1.0
2,empty-32-32,4,24,1.0
2,empty-32-32,6,24,1.0
2,empty-32-32,7,24,1.0
2,empty-32-32,8,24,1.0
2,empty-32-32,9,24,1.0
2,empty-32-32,10,24,1.0
2,empty-32-32,11,24,1.0
2,empty-32-32,12,24,1.0
2,empty-32-32,13,24,1.0
2,empty-32-32,14,24,1.0
2,empty-32-32,15,24,1.0
2,empty-32-32,1,26,1.0
2,empty-32-32,2,26,1.0
2,empty-32-32,3,26,1.0
2,empty-32-32,4,26,1.0
2,empty-32-32,6,26,1.0
2,empty-32-32,7,26,1.0
2,empty-32-32,8,26,1.0
2,empty-32-32,9,26,1.0
2,empty-32-32,10,26,1.0
2,empty-32-32,11,26,1.0
2,empty-32-32,12,26,1.0
2,empty-32-32,13,26,1.0
2,empty-32-32,14,26,1.0
2,empty-32-32,15,26,1.0
2,empty-32-32,1,28,1.0
2,empty-32-32,2,28,1.0
2,empty-32-32,3,28,1.0
2,empty-32-32,4,28,1.0
2,empty-32-32,6,28,1.0
2,empty-32-32,7,28,1.0
2,empty-32-32,8,28,1.0
2,empty-32-32,9,28,1.0
2,empty-32-32,10,28,1.0
2,empty-32-32,11,28,1.0
2,empty-32-32,12,28,1.0
2,empty-32-32,14,28,1.0
2,empty-32-32,15,28,1.0
2,empty-32-32,1,30,1.0
2,empty-32-32,2,30,1.0
2,empty-32-32,4,30,1.0
2,empty-32-32,7,30,1.0
2,empty-32-32,8,30,1.0
2,empty-32-32,10,30,1.0
2,empty-32-32,11,30,1.0
2,empty-32-32,12,30,1.0
2,empty-32-32,14,30,1.0
2,empty-32-32,15,30,1.0
2,empty-32-32,1,32,1.0
2,empty-32-32,2,32,1.0
2,empty-32-32,4,32,1.0
2,empty-32-32,7,32,1.0
2,empty-32-32,8,32,1.0
2,empty-32-32,10,32,1.0
2,empty-32-32,11,32,1.0
2,empty-32-32,12,32,1.0
2,empty-32-32,14,32,1.0
2,empty-32-32,15,32,1.0
2,empty-32-32,1,34,1.0
2,empty-32-32,2,34,1.0
2,empty-32-32,4,34,1.0
2,empty-32-32,7,34,1.0
2,empty-32-32,8,34,1.0
2,empty-32-32,10,34,1.0
2,empty-32-32,11,34,1.0
2,empty-32-32,12,34,1.0
2,empty-32-32,14,34,1.0
2,empty-32-32,15,34,1.0
2,empty-32-32,1,36,1.0
2,empty-32-32,2,36,1.0
2,empty-32-32,4,36,1.0
2,empty-32-32,7,36,1.0
2,empty-32-32,8,36,1.0
2,empty-32-32,10,36,1.0
2,empty-32-32,11,36,1.0
2,empty-32-32,12,36,1.0
2,empty-32-32,14,36,1.0
2,empty-32-32,15,36,1.0
2,empty-32-32,1,38,1.0
2,empty-32-32,2,38,1.0
2,empty-32-32,4,38,1.0
2,empty-32-32,7,38,1.0
2,empty-32-32,8,38,1.0
2,empty-32-32,10,38,1.0
2,empty-32-32,11,38,1.0
2,empty-32-32,12,38,1.0
2,empty-32-32,14,38,1.0
2,empty-32-32,15,38,1.0
2,empty-32-32,1,40,1.0
2,empty-32-32,2,40,1.0
2,empty-32-32,4,40,1.0
2,empty-32-32,7,40,1.0
2,empty-32-32,8,40,1.0
2,empty-32-32,10,40,1.0
2,empty-32-32,11,40,1.0
2,empty-32-32,12,40,1.0
2,empty-32-32,15,40,1.0
2,empty-32-32,1,42,1.0
2,empty-32-32,2,42,1.0
2,empty-32-32,4,42,1.0
2,empty-32-32,7,42,1.0
2,empty-32-32,8,42,1.0
2,empty-32-32,10,42,1.0
2,empty-32-32,11,42,1.0
2,empty-32-32,14,42,1.0
2,empty-32-32,15,42,1.0
2,empty-32-32,1,44,1.0
2,empty-32-32,7,44,1.0
2,empty-32-32,8,44,1.0
2,empty-32-32,10,44,1.0
2,empty-32-32,11,44,1.0
2,empty-32-32,15,44,1.0
2,empty-32-32,1,46,1.0
2,empty-32-32,7,46,1.0
2,empty-32-32,8,46,1.0
2,empty-32-32,10,46,1.0
2,empty-32-32,7,48,1.0
2,empty-32-32,8,48,1.0
2,empty-32-32,10,48,1.0
2,empty-32-32,7,50,1.0
2,empty-32-32,8,50,1.0
2,empty-32-32,10,50,1.0
2,empty-48-48,1,2,1.0
2,empty-48-48,2,2,1.0
2,empty-48-48,3,2,1.0
2,empty-48-48,4,2,1.0
2,empty-48-48,5,2,1.0
2,empty-48-48,6,2,1.0
2,empty-48-48,7,2,1.0
2,empty-48-48,8,2,1.0
2,empty-48-48,9,2,1.0
2,empty-48-48,10,2,1.0
2,empty-48-48,11,2,1.0
2,empty-48-48,12,2,1.0
2,empty-48-48,13,2,1.0
2,empty-48-48,14,2,1.0
2,empty-48-48,15,2,1.0
2,empty-48-48,1,4,1.0
2,empty-48-48,2,4,1.0
2,empty-48-48,3,4,1.0
2,empty-48-48,4,4,1.0
2,empty-48-48,5,4,1.0
2,empty-48-48,6,4,1.0
2,empty-48-48,7,4,1.0
2,empty-48-48,8,4,1.0
2,empty-48-48,9,4,1.0
2,empty-48-48,10,4,1.0
2,empty-48-48,11,4,1.0
2,empty-48-48,12,4,1.0
2,empty-48-48,13,4,1.0
2,empty-48-48,14,4,1.0
2,empty-48-48,15,4,1.0
2,empty-48-48,1,6,1.0
2,empty-48-48,2,6,1.0
2,empty-48-48,3,6,1.0
2,empty-48-48,4,6,1.0
2,empty-48-48,5,6,1.0
2,empty-48-48,6,6,1.0
2,empty-48-48,7,6,1.0
2,empty-48-48,8,6,1.0
2,empty-48-48,9,6,1.0
2,empty-48-48,10,6,1.0
2,empty-48-48,11,6,1.0
2,empty-48-48,12,6,1.0
2,empty-48-48,13,6,1.0
2,empty-48-48,14,6,1.0
2,empty-48-48,15,6,1.0
2,empty-48-48,1,8,1.0
2,empty-48-48,2,8,1.0
2,empty-48-48,3,8,1.0
2,empty-48-48,4,8,1.0
2,empty-48-48,5,8,1.0
2,empty-48-48,6,8,1.0
2,empty-48-48,7,8,1.0
2,empty-48-48,8,8,1.0
2,empty-48-48,9,8,1.0
2,empty-48-48,10,8,1.0
2,empty-48-48,11,8,1.0
2,empty-48-48,12,8,1.0
2,empty-48-48,13,8,1.0
2,empty-48-48,14,8,1.0
2,empty-48-48,15,8,1.0
2,empty-48-48,1,10,1.0
2,empty-48-48,2,10,1.0
2,empty-48-48,3,10,1.0
2,empty-48-48,4,10,1.0
2,empty-48-48,5,10,1.0
2,empty-48-48,6,10,1.0
2,empty-48-48,7,10,1.0
2,empty-48-48,8,10,1.0
2,empty-48-48,9,10,1.0
2,empty-48-48,10,10,1.0
2,empty-48-48,11,10,1.0
2,empty-48-48,12,10,1.0
2,empty-48-48,13,10,1.0
2,empty-48-48,14,10,1.0
2,empty-48-48,15,10,1.0
2,empty-48-48,1,12,1.0
2,empty-48-48,2,12,1.0
2,empty-48-48,3,12,1.0
2,empty-48-48,4,12,1.0
2,empty-48-48,5,12,1.0
2,empty-48-48,6,12,1.0
2,empty-48-48,7,12,1.0
2,empty-48-48,8,12,1.0
2,empty-48-48,9,12,1.0
2,empty-48-48,10,12,1.0
2,empty-48-48,11,12,1.0
2,empty-48-48,12,12,1.0
2,empty-48-48,13,12,1.0
2,empty-48-48,14,12,1.0
2,empty-48-48,15,12,1.0
2,empty-48-48,1,14,1.0
2,empty-48-48,2,14,1.0
2,empty-48-48,3,14,1.0
2,empty-48-48,4,14,1.0
2,empty-48-48,5,14,1.0
2,empty-48-48,6,14,1.0
2,empty-48-48,7,14,1.0
2,empty-48-48,8,14,1.0
2,empty-48-48,9,14,1.0
2,empty-48-48,10,14,1.0
2,empty-48-48,11,14,1.0
2,empty-48-48,12,14,1.0
2,empty-48-48,13,14,1.0
2,empty-48-48,14,14,1.0
2,empty-48-48,15,14,1.0
2,empty-48-48,1,16,1.0
2,empty-48-48,2,16,1.0
2,empty-48-48,3,16,1.0
2,empty-48-48,4,16,1.0
2,empty-48-48,5,16,1.0
2,empty-48-48,6,16,1.0
2,empty-48-48,7,16,1.0
2,empty-48-48,8,16,1.0
2,empty-48-48,9,16,1.0
2,empty-48-48,10,16,1.0
2,empty-48-48,11,16,1.0
2,empty-48-48,12,16,1.0
2,empty-48-48,13,16,1.0
2,empty-48-48,14,16,1.0
2,empty-48-48,15,16,1.0
2,empty-48-48,2,18,1.0
2,empty-48-48,3,18,1.0
2,empty-48-48,4,18,1.0
2,empty-48-48,5,18,1.0
2,empty-48-48,6,18,1.0
2,empty-48-48,7,18,1.0
2,empty-48-48,8,18,1.0
2,empty-48-48,9,18,1.0
2,empty-48-48,10,18,1.0
2,empty-48-48,11,18,1.0
2,empty-48-48,12,18,1.0
2,empty-48-48,13,18,1.0
2,empty-48-48,14,18,1.0
2,empty-48-48,15,18,1.0
2,empty-48-48,2,20,1.0
2,empty-48-48,3,20,1.0
2,empty-48-48,4,20,1.0
2,empty-48-48,5,20,1.0
2,empty-48-48,6,20,1.0
2,empty-48-48,7,20,1.0
2,empty-48-48,8,20,1.0
2,empty-48-48,9,20,1.0
2,empty-48-48,10,20,1.0
2,empty-48-48,11,20,1.0
2,empty-48-48,12,20,1.0
2,empty-48-48,13,20,1.0
2,empty-48-48,14,20,1.0
2,empty-48-48,15,20,1.0
2,empty-48-48,2,22,1.0
2,empty-48-48,3,22,1.0
2,empty-48-48,4,22,1.0
2,empty-48-48,5,22,1.0
2,empty-48-48,6,22,1.0
2,empty-48-48,7,22,1.0
2,empty-48-48,8,22,1.0
2,empty-48-48,9,22,1.0
2,empty-48-48,10,22,1.0
2,empty-48-48,11,22,1.0
2,empty-48-48,12,22,1.0
2,empty-48-48,13,22,1.0
2,empty-48-48,14,22,1.0
2,empty-48-48,15,22,1.0
2,empty-48-48,3,24,1.0
2,empty-48-48,4,24,1.0
2,empty-48-48,5,24,1.0
2,empty-48-48,6,24,1.0
2,empty-48-48,7,24,1.0
2,empty-48-48,8,24,1.0
2,empty-48-48,10,24,1.0
2,empty-48-48,11,24,1.0
2,empty-48-48,12,24,1.0
2,empty-48-48,13,24,1.0
2,empty-48-48,14,24,1.0
2,empty-48-48,15,24,1.0
2,empty-48-48,3,26,1.0
2,empty-48-48,4,26,1.0
2,empty-48-48,5,26,1.0
2,empty-48-48,7,26,1.0
2,empty-48-48,8,26,1.0
2,empty-48-48,10,26,1.0
2,empty-48-48,11,26,1.0
2,empty-48-48,12,26,1.0
2,empty-48-48,13,26,1.0
2,empty-48-48,14,26,1.0
2,empty-48-48,15,26,1.0
2,empty-48-48,3,28,1.0
2,empty-48-48,4,28,1.0
2,empty-48-48,5,28,1.0
2,empty-48-48,7,28,1.0
2,empty-48-48,8,28,1.0
2,empty-48-48,10,28,1.0
2,empty-48-48,11,28,1.0
2,empty-48-48,12,28,1.0
2,empty-48-48,13,28,1.0
2,empty-48-48,14,28,1.0
2,empty-48-48,15,28,1.0
2,empty-48-48,3,30,1.0
2,empty-48-48,4,30,1.0
2,empty-48-48,5,30,1.0
2,empty-48-48,7,30,1.0
2,empty-48-48,8,30,1.0
2,empty-48-48,10,30,1.0
2,empty-48-48,11,30,1.0
2,empty-48-48,12,30,1.0
2,empty-48-48,13,30,1.0
2,empty-48-48,14,30,1.0
2,empty-48-48,15,30,1.0
2,empty-48-48,3,32,1.0
2,empty-48-48,4,32,1.0
2,empty-48-48,5,32,1.0
2,empty-48-48,7,32,1.0
2,empty-48-48,8,32,1.0
2,empty-48-48,10,32,1.0
2,empty-48-48,11,32,1.0
2,empty-48-48,12,32,1.0
2,empty-48-48,13,32,1.0
2,empty-48-48,14,32,1.0
2,empty-48-48,15,32,1.0
2,empty-48-48,3,34,1.0
2,empty-48-48,4,34,1.0
2,empty-48-48,5,34,1.0
2,empty-48-48,8,34,1.0
2,empty-48-48,10,34,1.0
2,empty-48-48,11,34,1.0
2,empty-48-48,12,34,1.0
2,empty-48-48,13,34,1.0
2,empty-48-48,14,34,1.0
2,empty-48-48,15,34,1.0
2,empty-48-48,3,36,1.0
2,empty-48-48,4,36,1.0
2,empty-48-48,5,36,1.0
2,empty-48-48,8,36,1.0
2,empty-48-48,10,36,1.0
2,empty-48-48,11,36,1.0
2,empty-48-48,12,36,1.0
2,empty-48-48,14,36,1.0
2,empty-48-48,15,36,1.0
2,empty-48-48,3,38,1.0
2,empty-48-48,5,38,1.0
2,empty-48-48,8,38,1.0
2,empty-48-48,10,38,1.0
2,empty-48-48,11,38,1.0
2,empty-48-48,12,38,1.0
2,empty-48-48,14,38,1.0
2,empty-48-48,15,38,1.0
2,empty-48-48,3,40,1.0
2,empty-48-48,5,40,1.0
2,empty-48-48,8,40,1.0
2,empty-48-48,10,40,1.0
2,empty-48-48,11,40,1.0
2,empty-48-48,14,40,1.0
2,empty-48-48,15,40,1.0
2,empty-48-48,5,42,1.0
2,empty-48-48,8,42,1.0
2,empty-48-48,10,42,1.0
2,empty-48-48,11,42,1.0
2,empty-48-48,14,42,1.0
2,empty-48-48,15,42,1.0
2,empty-48-48,8,44,1.0
2,empty-48-48,11,44,1.0
2,empty-48-48,15,44,1.0
2,empty-48-48,8,46,1.0
2,empty-48-48,15,46,1.0
2,empty-48-48,8,48,1.0
2,empty-48-48,15,48,1.0
2,empty-48-48,8,50,1.0
2,empty-48-48,8,52,1.0
2,random-32-32-10,1,2,1.0
2,random-32-32-10,2,2,1.0
2,random-32-32-10,3,2,1.0
2,random-32-32-10,4,2,1.0
2,random-32-32-10,5,2,1.0
2,random-32-32-10,6,2,1.0
2,random-32-32-10,7,2,1.0
2,random-32-32-10,8,2,1.0
2,random-32-32-10,9,2,1.0
2,random-32-32-10,10,2,1.0
2,random-32-32-10,11,2,1.0
2,random-32-32-10,12,2,1.0
2,random-32-32-10,13,2,1.0
2,random-32-32-10,14,2,1.0
2,random-32-32-10,15,2,1.0
2,random-32-32-10,1,4,1.0
2,random-32-32-10,2,4,1.0
2,random-32-32-10,3,4,1.0
2,random-32-32-10,4,4,1.0
2,random-32-32-10,5,4,1.0
2,random-32-32-10,6,4,1.0
2,random-32-32-10,7,4,1.0
2,random-32-32-10,8,4,1.0
2,random-32-32-10,9,4,1.0
2,random-32-32-10,10,4,1.0
2,random-32-32-10,11,4,1.0
2,random-32-32-10,12,4,1.0
2,random-32-32-10,13,4,1.0
2,random-32-32-10,14,4,1.0
2,random-32-32-10,15,4,1.0
2,random-32-32-10,1,6,1.0
2,random-32-32-10,2,6,1.0
2,random-32-32-10,3,6,1.0
2,random-32-32-10,4,6,1.0
2,random-32-32-10,5,6,1.0
2,random-32-32-10,6,6,1.0
2,random-32-32-10,7,6,1.0
2,random-32-32-10,8,6,1.0
2,random-32-32-10,9,6,1.0
2,random-32-32-10,10,6,1.0
2,random-32-32-10,11,6,1.0
2,random-32-32-10,12,6,1.0
2,random-32-32-10,13,6,1.0
2,random-32-32-10,14,6,1.0
2,random-32-32-10,15,6,1.0
2,random-32-32-10,1,8,1.0
2,random-32-32-10,2,8,1.0
2,random-32-32-10,3,8,1.0
2,random-32-32-10,4,8,1.0
2,random-32-32-10,7,8,1.0
2,random-32-32-10,8,8,1.0
2,random-32-32-10,9,8,1.0
2,random-32-32-10,10,8,1.0
2,random-32-32-10,11,8,1.0
2,random-32-32-10,12,8,1.0
2,random-32-32-10,13,8,1.0
2,random-32-32-10,14,8,1.0
2,random-32-32-10,15,8,1.0
2,random-32-32-10,1,10,1.0
2,random-32-32-10,2,10,1.0
2,random-32-32-10,3,10,1.0
2,random-32-32-10,4,10,1.0
2,random-32-32-10,7,10,1.0
2,random-32-32-10,8,10,1.0
2,random-32-32-10,9,10,1.0
2,random-32-32-10,10,10,1.0
2,random-32-32-10,11,10,1.0
2,random-32-32-10,12,10,1.0
2,random-32-32-10,13,10,1.0
2,random-32-32-10,14,10,1.0
2,random-32-32-10,15,10,1.0
2,random-32-32-10,1,12,1.0
2,random-32-32-10,2,12,1.0
2,random-32-32-10,3,12,1.0
2,random-32-32-10,4,12,1.0
2,random-32-32-10,7,12,1.0
2,random-32-32-10,8,12,1.0
2,random-32-32-10,9,12,1.0
2,random-32-32-10,10,12,1.0
2,random-32-32-10,11,12,1.0
2,random-32-32-10,12,12,1.0
2,random-32-32-10,13,12,1.0
2,random-32-32-10,14,12,1.0
2,random-32-32-10,15,12,1.0
2,random-32-32-10,1,14,1.0
2,random-32-32-10,2,14,1.0
2,random-32-32-10,3,14,1.0
2,random-32-32-10,7,14,1.0
2,random-32-32-10,8,14,1.0
2,random-32-32-10,9,14,1.0
2,random-32-32-10,10,14,1.0
2,random-32-32-10,11,14,1.0
2,random-32-32-10,12,14,1.0
2,random-32-32-10,13,14,1.0
2,random-32-32-10,14,14,1.0
2,random-32-32-10,15,14,1.0
2,random-32-32-10,1,16,1.0
2,random-32-32-10,2,16,1.0
2,random-32-32-10,3,16,1.0
2,random-32-32-10,7,16,1.0
2,random-32-32-10,8,16,1.0
2,random-32-32-10,9,16,1.0
2,random-32-32-10,10,16,1.0
2,random-32-32-10,11,16,1.0
2,random-32-32-10,12,16,1.0
2,random-32-32-10,13,16,1.0
2,random-32-32-10,15,16,1.0
2,random-32-32-10,1,18,1.0
2,random-32-32-10,2,18,1.0
2,random-32-32-10,3,18,1.0
2,random-32-32-10,7,18,1.0
2,random-32-32-10,8,18,1.0
2,random-32-32-10,9,18,1.0
2,random-32-32-10,10,18,1.0
2,random-32-32-10,11,18,1.0
2,random-32-32-10,12,18,1.0
2,random-32-32-10,13,18,1.0
2,random-32-32-10,15,18,1.0
2,random-32-32-10,1,20,1.0
2,random-32-32-10,2,20,1.0
2,random-32-32-10,3,20,1.0
2,random-32-32-10,7,20,1.0
2,random-32-32-10,8,20,1.0
2,random-32-32-10,9,20,1.0
2,random-32-32-10,10,20,1.0
2,random-32-32-10,11,20,1.0
2,random-32-32-10,12,20,1.0
2,random-32-32-10,13,20,1.0
2,random-32-32-10,15,20,1.0
2,random-32-32-10,1,22,1.0
2,random-32-32-10,2,22,1.0
2,random-32-32-10,3,22,1.0
2,random-32-32-10,7,22,1.0
2,random-32-32-10,8,22,1.0
2,random-32-32-10,9,22,1.0
2,random-32-32-10,10,22,1.0
2,random-32-32-10,11,22,1.0
2,random-32-32-10,12,22,1.0
2,random-32-32-10,13,22,1.0
2,random-32-32-10,15,22,1.0
2,random-32-32-10,1,24,1.0
2,random-32-32-10,2,24,1.0
2,random-32-32-10,3,24,1.0
2,random-32-32-10,7,24,1.0
2,random-32-32-10,8,24,1.0
2,random-32-32-10,9,24,1.0
2,random-32-32-10,10,24,1.0
2,random-32-32-10,11,24,1.0
2,random-32-32-10,12,24,1.0
2,random-32-32-10,13,24,1.0
2,random-32-32-10,15,24,1.0
2,random-32-32-10,1,26,1.0
2,random-32-32-10,3,26,1.0
2,random-32-32-10,7,26,1.0
2,random-32-32-10,8,26,1.0
2,random-32-32-10,9,26,1.0
2,random-32-32-10,10,26,1.0
2,random-32-32-10,11,26,1.0
2,random-32-32-10,12,26,1.0
2,random-32-32-10,13,26,1.0
2,random-32-32-10,1,28,1.0
2,random-32-32-10,7,28,1.0
2,random-32-32-10,8,28,1.0
2,random-32-32-10,9,28,1.0
2,random-32-32-10,11,28,1.0
2,random-32-32-10,12,28,1.0
2,random-32-32-10,13,28,1.0
2,random-32-32-10,1,30,1.0
2,random-32-32-10,7,30,1.0
2,random-32-32-10,8,30,1.0
2,random-32-32-10,11,30,1.0
2,random-32-32-10,12,30,1.0
2,random-32-32-10,1,32,1.0
2,random-32-32-10,8,32,1.0
2,random-32-32-10,12,32,1.0
2,random-32-32-10,1,34,1.0
2,random-32-32-10,8,34,1.0
2,random-32-32-10,12,34,1.0
2,random-32-32-10,1,36,1.0
2,random-32-32-10,8,36,1.0
2,random-32-32-10,12,36,1.0
2,random-32-32-10,1,38,1.0
2,random-32-32-10,8,38,1.0
2,random-32-32-10,12,38,1.0
2,random-32-32-10,1,40,1.0
2,random-32-32-10,8,40,1.0
2,random-32-32-10,12,40,1.0
2,random-32-32-10,1,42,1.0
2,random-32-32-10,8,42,1.0
2,random-32-32-10,1,44,1.0
2,random-32-32-10,8,44,1.0
2,random-32-32-20,1,2,1.0
2,random-32-32-20,2,2,1.0
2,random-32-32-20,3,2,1.0
2,random-32-32-20,4,2,1.0
2,random-32-32-20,5,2,1.0
2,random-32-32-20,6,2,1.0
2,random-32-32-20,7,2,1.0
2,random-32-32-20,8,2,1.0
2,random-32-32-20,9,2,1.0
2,random-32-32-20,10,2,1.0
2,random-32-32-20,11,2,1.0
2,random-32-32-20,12,2,1.0
2,random-32-32-20,13,2,1.0
2,random-32-32-20,14,2,1.0
2,random-32-32-20,15,2,1.0
2,random-32-32-20,1,4,1.0
2,random-32-32-20,2,4,1.0
2,random-32-32-20,3,4,1.0
2,random-32-32-20,4,4,1.0
2,random-32-32-20,5,4,1.0
2,random-32-32-20,6,4,1.0
2,random-32-32-20,7,4,1.0
2,random-32-32-20,8,4,1.0
2,random-32-32-20,9,4,1.0
2,random-32-32-20,10,4,1.0
2,random-32-32-20,11,4,1.0
2,random-32-32-20,12,4,1.0
2,random-32-32-20,13,4,1.0
2,random-32-32-20,14,4,1.0
2,random-32-32-20,15,4,1.0
2,random-32-32-20,1,6,1.0
2,random-32-32-20,2,6,1.0
2,random-32-32-20,3,6,1.0
2,random-32-32-20,4,6,1.0
2,random-32-32-20,5,6,1.0
2,random-32-32-20,6,6,1.0
2,random-32-32-20,7,6,1.0
2,random-32-32-20,8,6,1.0
2,random-32-32-20,9,6,1.0
2,random-32-32-20,10,6,1.0
2,random-32-32-20,11,6,1.0
2,random-32-32-20,12,6,1.0
2,random-32-32-20,13,6,1.0
2,random-32-32-20,14,6,1.0
2,random-32-32-20,15,6,1.0
2,random-32-32-20,1,8,1.0
2,random-32-32-20,2,8,1.0
2,random-32-32-20,3,8,1.0
2,random-32-32-20,4,8,1.0
2,random-32-32-20,5,8,1.0
2,random-32-32-20,6,8,1.0
2,random-32-32-20,7,8,1.0
2,random-32-32-20,8,8,1.0
2,random-32-32-20,9,8,1.0
2,random-32-32-20,10,8,1.0
2,random-32-32-20,11,8,1.0
2,random-32-32-20,12,8,1.0
2,random-32-32-20,13,8,1.0
2,random-32-32-20,14,8,1.0
2,random-32-32-20,15,8,1.0
2,random-32-32-20,1,10,1.0
2,random-32-32-20,2,10,1.0
2,random-32-32-20,3,10,1.0
2,random-32-32-20,4,10,1.0
2,random-32-32-20,5,10,1.0
2,random-32-32-20,6,10,1.0
2,random-32-32-20,8,10,1.0
2,random-32-32-20,9,10,1.0
2,random-32-32-20,10,10,1.0
2,random-32-32-20,11,10,1.0
2,random-32-32-20,12,10,1.0
2,random-32-32-20,13,10,1.0
2,random-32-32-20,14,10,1.0
2,random-32-32-20,15,10,1.0
2,random-32-32-20,1,12,1.0
2,random-32-32-20,2,12,1.002309468822171
2,random-32-32-20,3,12,1.0
2,random-32-32-20,4,12,1.0
2,random-32-32-20,5,12,1.0
2,random-32-32-20,6,12,1.0
2,random-32-32-20,8,12,1.0
2,random-32-32-20,9,12,1.0
2,random-32-32-20,10,12,1.0
2,random-32-32-20,11,12,1.0
2,random-32-32-20,12,12,1.0
2,random-32-32-20,13,12,1.0
2,random-32-32-20,14,12,1.0
2,random-32-32-20,15,12,1.0
2,random-32-32-20,1,14,1.0
2,random-32-32-20,3,14,1.0
2,random-32-32-20,4,14,1.0
2,random-32-32-20,5,14,1.0
2,random-32-32-20,6,14,1.0
2,random-32-32-20,8,14,1.0
2,random-32-32-20,9,14,1.0
2,random-32-32-20,10,14,1.0
